EmployeeID,StoreID,EmployeeName,Gender,Department,Designation,Salary,JoiningDate,EmploymentType,Shift,Email,PhoneNumber,IsActive
EMP001425,ST0117,Jacob Rau,Male,Billing,Associate,24150,2022-07-26,Full-Time,Evening,emp001425@retailsphere.com,9815328559,Yes
EMP001426,ST0080,Aryan Viswanathan,Male,Customer Support,Associate,31847,2020-05-17,Full-Time,Morning,emp001426@retailsphere.com,9620530040,Yes
EMP001427,ST0065,Riya Garg,Female,Sales,Associate,24826,2026-05-26,Full-Time,Night,emp001427@retailsphere.com,9896764556,Yes
EMP001428,ST0026,Bakhshi Padmanabhan,Male,Sales,Assistant Manager,87067,2021-11-17,Full-Time,Morning,emp001428@retailsphere.com,9196693106,Yes
EMP001429,ST0107,Rajata Babu,Female,Billing,Associate,24079,2014-07-19,Full-Time,Morning,emp001429@retailsphere.com,9208065627,Yes
EMP001430,ST0173,Rajeshri Tella,Female,Sales,Senior Associate,43985,2023-07-26,Full-Time,Evening,emp001430@retailsphere.com,9817512118,Yes
EMP001431,ST0107,Oeshi Behl,Female,Sales,Associate,24150,2013-11-01,Full-Time,Night,emp001431@retailsphere.com,9690786302,Yes
EMP001432,ST0027,Osha Rajagopal,Female,Sales,Associate,29072,2025-01-05,Full-Time,Morning,emp001432@retailsphere.com,9886413467,Yes
EMP001433,ST0186,Sai Dhingra,Female,Security,Associate,30895,2025-06-28,Full-Time,Evening,emp001433@retailsphere.com,9988703754,Yes
EMP001434,ST0138,Sanaya Warrior,Female,Billing,Assistant Manager,74466,2021-06-16,Full-Time,Evening,emp001434@retailsphere.com,9226932064,Yes
EMP001435,ST0109,Yatan Rattan,Male,Customer Support,Associate,23630,2025-02-05,Contract,Morning,emp001435@retailsphere.com,9287180443,Yes
EMP001436,ST0031,Alexander Mane,Male,Billing,Assistant Manager,83528,2018-12-18,Full-Time,Morning,emp001436@retailsphere.com,9263202132,Yes
EMP001437,ST0158,Jalsa Gade,Female,Inventory,Assistant Manager,82130,2017-03-14,Full-Time,Night,emp001437@retailsphere.com,9504593144,Yes
EMP001438,ST0074,Sai Doshi,Male,Billing,Associate,31123,2013-06-12,Part-Time,Night,emp001438@retailsphere.com,9749817176,Yes
EMP001439,ST0187,Jyoti Kapur,Female,Billing,Associate,31590,2013-08-18,Full-Time,Morning,emp001439@retailsphere.com,9452713525,Yes
EMP001440,ST0109,Banjeet Devi,Male,Billing,Senior Associate,32744,2017-11-10,Part-Time,Morning,emp001440@retailsphere.com,9203191432,Yes
EMP001441,ST0071,Hemani Choudhry,Female,Inventory,Supervisor,48684,2021-10-15,Full-Time,Evening,emp001441@retailsphere.com,9692659454,Yes
EMP001442,ST0085,Azad Seth,Male,Sales,Associate,31459,2016-06-12,Full-Time,Evening,emp001442@retailsphere.com,9934403975,Yes
EMP001443,ST0190,Darpan Bassi,Male,Inventory,Senior Associate,43987,2020-05-06,Full-Time,Morning,emp001443@retailsphere.com,9374822567,Yes
EMP001444,ST0120,Zaitra Ben,Female,Sales,Supervisor,51424,2014-03-23,Full-Time,Evening,emp001444@retailsphere.com,9984556688,Yes
EMP001445,ST0077,Chaman Iyengar,Female,Sales,Associate,28935,2022-11-03,Full-Time,Night,emp001445@retailsphere.com,9604897148,Yes
EMP001446,ST0047,Veer Dar,Male,Inventory,Associate,26855,2025-04-10,Full-Time,Evening,emp001446@retailsphere.com,9493287816,Yes
EMP001447,ST0141,Wridesh Raj,Male,Sales,Senior Associate,42333,2017-05-02,Full-Time,Evening,emp001447@retailsphere.com,9638594969,Yes
EMP001448,ST0033,Advaith Patla,Male,Security,Associate,22203,2018-02-25,Full-Time,Evening,emp001448@retailsphere.com,9365009072,Yes
EMP001449,ST0172,Gayathri Kibe,Female,Sales,Associate,23897,2023-10-01,Full-Time,Evening,emp001449@retailsphere.com,9384925698,Yes
EMP001450,ST0188,Ethan Bajwa,Male,Customer Support,Associate,25449,2019-02-20,Full-Time,Evening,emp001450@retailsphere.com,9733450815,Yes
EMP001451,ST0049,Ansh Sami,Male,Inventory,Associate,30887,2023-11-30,Full-Time,Night,emp001451@retailsphere.com,9920152203,Yes
EMP001452,ST0082,Hemal Pandey,Female,Billing,Associate,30868,2018-09-26,Full-Time,Evening,emp001452@retailsphere.com,9660000092,Yes
EMP001453,ST0186,Bhavani Walla,Female,Sales,Associate,23319,2016-02-10,Contract,Evening,emp001453@retailsphere.com,9190447020,Yes
EMP001454,ST0107,Urmi Chad,Female,Sales,Associate,28758,2026-06-22,Full-Time,Morning,emp001454@retailsphere.com,9349386018,Yes
EMP001455,ST0071,Harshil Ramanathan,Male,Customer Support,Senior Associate,40079,2019-10-07,Full-Time,Night,emp001455@retailsphere.com,9101738020,Yes
EMP001456,ST0194,Kamala Hayer,Female,Inventory,Associate,30137,2020-01-31,Contract,Morning,emp001456@retailsphere.com,9793133487,Yes
EMP001457,ST0121,Brijesh Som,Male,Sales,Senior Associate,34519,2025-01-28,Full-Time,Morning,emp001457@retailsphere.com,9487307247,Yes
EMP001458,ST0044,Saumya Hayre,Female,Billing,Associate,22157,2025-01-05,Full-Time,Night,emp001458@retailsphere.com,9519508042,Yes
EMP001459,ST0182,Sara Sibal,Female,Sales,Associate,22454,2016-06-29,Full-Time,Morning,emp001459@retailsphere.com,9268868902,Yes
EMP001460,ST0015,Tanveer Mahal,Male,Customer Support,Senior Associate,35673,2014-05-27,Full-Time,Evening,emp001460@retailsphere.com,9916085382,Yes
EMP001461,ST0062,Bhavika Rai,Female,Sales,Associate,22756,2014-10-23,Full-Time,Morning,emp001461@retailsphere.com,9742718424,No
EMP001462,ST0142,Ronith Salvi,Male,Sales,Senior Associate,34714,2023-01-12,Full-Time,Morning,emp001462@retailsphere.com,9475104891,Yes
EMP001463,ST0164,Laban Savant,Male,Billing,Associate,27058,2021-02-11,Part-Time,Evening,emp001463@retailsphere.com,9551824664,Yes
EMP001464,ST0174,Qabil Aggarwal,Male,Sales,Associate,29156,2023-09-11,Full-Time,Morning,emp001464@retailsphere.com,9936767092,Yes
EMP001465,ST0038,Urvashi Cheema,Female,Sales,Senior Associate,39064,2017-04-27,Full-Time,Morning,emp001465@retailsphere.com,9948677243,Yes
EMP001466,ST0051,Dominic Sastry,Male,Inventory,Senior Associate,36823,2023-03-26,Full-Time,Night,emp001466@retailsphere.com,9899056882,Yes
EMP001467,ST0099,Vrinda Narula,Female,Billing,Associate,30807,2020-09-25,Full-Time,Evening,emp001467@retailsphere.com,9147556602,Yes
EMP001468,ST0171,Kamala De,Female,Inventory,Associate,30257,2014-05-15,Full-Time,Evening,emp001468@retailsphere.com,9129736016,Yes
EMP001469,ST0103,Nidhi Soman,Female,Security,Associate,24038,2017-02-26,Full-Time,Evening,emp001469@retailsphere.com,9561653118,Yes
EMP001470,ST0189,Eiravati Desai,Female,Inventory,Senior Associate,43749,2013-04-21,Full-Time,Evening,emp001470@retailsphere.com,9301533576,Yes
EMP001471,ST0167,Sachi Bedi,Female,Billing,Associate,25192,2016-06-28,Full-Time,Morning,emp001471@retailsphere.com,9179625752,Yes
EMP001472,ST0031,Ishani Kohli,Female,Billing,Senior Associate,36529,2019-09-20,Full-Time,Night,emp001472@retailsphere.com,9622022172,Yes
EMP001473,ST0185,Tristan Vohra,Male,Customer Support,Associate,27891,2022-04-13,Full-Time,Morning,emp001473@retailsphere.com,9676956757,Yes
EMP001474,ST0064,Jackson Vyas,Male,HR,Associate,25532,2022-01-18,Full-Time,Night,emp001474@retailsphere.com,9437086889,Yes
EMP001475,ST0100,Yash Kaul,Male,Sales,Supervisor,51686,2018-04-02,Full-Time,Morning,emp001475@retailsphere.com,9109756620,Yes
EMP001476,ST0073,Yauvani Bajaj,Female,Inventory,Associate,25029,2025-04-17,Full-Time,Evening,emp001476@retailsphere.com,9923382278,Yes
EMP001477,ST0109,Krish Memon,Male,Inventory,Associate,30863,2013-07-19,Full-Time,Evening,emp001477@retailsphere.com,9300012055,Yes
EMP001478,ST0029,Liam Subramanian,Male,Billing,Associate,29675,2011-11-06,Full-Time,Night,emp001478@retailsphere.com,9776378631,Yes
EMP001479,ST0076,Chameli Banik,Female,Sales,Senior Associate,43545,2023-04-26,Full-Time,Evening,emp001479@retailsphere.com,9449907264,Yes
EMP001480,ST0144,Lohit Bala,Male,Billing,Associate,30502,2024-06-11,Full-Time,Evening,emp001480@retailsphere.com,9858784753,Yes
EMP001481,ST0037,Chatura Kapoor,Male,Sales,Associate,24425,2016-02-26,Full-Time,Evening,emp001481@retailsphere.com,9496683090,Yes
EMP001482,ST0152,Madhavi Mane,Female,Inventory,Senior Associate,43078,2022-02-07,Full-Time,Evening,emp001482@retailsphere.com,9207581102,Yes
EMP001483,ST0059,Tanmayi Mody,Female,Inventory,Associate,27439,2015-02-12,Full-Time,Evening,emp001483@retailsphere.com,9975083176,Yes
EMP001484,ST0080,Krisha Palla,Female,Sales,Assistant Manager,69046,2021-12-07,Full-Time,Morning,emp001484@retailsphere.com,9587115381,Yes
EMP001485,ST0013,Geetika Suresh,Female,Sales,Supervisor,62861,2016-05-15,Full-Time,Night,emp001485@retailsphere.com,9989584402,Yes
EMP001486,ST0015,Akshay Ahluwalia,Male,Billing,Senior Associate,43511,2012-11-22,Full-Time,Morning,emp001486@retailsphere.com,9811599360,Yes
EMP001487,ST0052,Bishakha Kurian,Female,Customer Support,Associate,28379,2023-01-22,Full-Time,Evening,emp001487@retailsphere.com,9826272340,Yes
EMP001488,ST0182,Osha Tandon,Female,Sales,Senior Associate,33152,2014-07-07,Full-Time,Morning,emp001488@retailsphere.com,9953479966,Yes
EMP001489,ST0149,Januja Rai,Female,Sales,Senior Associate,32456,2017-11-22,Full-Time,Morning,emp001489@retailsphere.com,9421030171,Yes
EMP001490,ST0190,Falguni Ray,Female,Sales,Associate,22679,2020-11-30,Full-Time,Evening,emp001490@retailsphere.com,9471519831,Yes
EMP001491,ST0015,Jhalak Kar,Female,Security,Associate,27416,2013-12-18,Full-Time,Evening,emp001491@retailsphere.com,9961967006,Yes
EMP001492,ST0125,Ekavir Bora,Male,Sales,Associate,24702,2023-11-25,Part-Time,Morning,emp001492@retailsphere.com,9454715169,Yes
EMP001493,ST0070,Ayaan Gola,Male,Sales,Associate,22059,2020-12-26,Full-Time,Evening,emp001493@retailsphere.com,9958177839,Yes
EMP001494,ST0181,Vrinda Pall,Female,Billing,Associate,25425,2018-03-01,Full-Time,Evening,emp001494@retailsphere.com,9169733723,Yes
EMP001495,ST0060,Rachita Nagar,Female,Inventory,Associate,22871,2026-07-25,Full-Time,Evening,emp001495@retailsphere.com,9973939686,Yes
EMP001496,ST0129,Brinda Warrior,Female,Customer Support,Senior Associate,41931,2013-05-16,Contract,Evening,emp001496@retailsphere.com,9707300777,Yes
EMP001497,ST0114,Rishi Johal,Male,Sales,Associate,30045,2016-02-24,Contract,Night,emp001497@retailsphere.com,9648624941,Yes
EMP001498,ST0004,Ishita Varty,Female,Sales,Associate,23448,2015-03-10,Full-Time,Morning,emp001498@retailsphere.com,9519176448,Yes
EMP001499,ST0026,Lajita Sunder,Female,Sales,Associate,26713,2026-06-20,Full-Time,Morning,emp001499@retailsphere.com,9488224484,Yes
EMP001500,ST0006,Samesh Nanda,Male,Sales,Supervisor,50148,2018-01-23,Full-Time,Evening,emp001500@retailsphere.com,9219036871,Yes
EMP001501,ST0155,Vasudha Hora,Female,Inventory,Associate,30013,2025-02-23,Full-Time,Evening,emp001501@retailsphere.com,9642556243,Yes
EMP001502,ST0098,Bhavya Sandal,Female,Sales,Senior Associate,43192,2024-12-01,Full-Time,Morning,emp001502@retailsphere.com,9137526203,Yes
EMP001503,ST0028,Sai Mallick,Female,Sales,Associate,27695,2017-04-06,Full-Time,Evening,emp001503@retailsphere.com,9431904515,Yes
EMP001504,ST0002,Isaiah Dhillon,Male,Sales,Supervisor,60522,2012-03-13,Full-Time,Evening,emp001504@retailsphere.com,9407925214,Yes
EMP001505,ST0150,Leela Goswami,Female,Sales,Associate,25015,2020-06-06,Contract,Night,emp001505@retailsphere.com,9268232090,Yes
EMP001506,ST0023,Unni Sagar,Female,Inventory,Associate,22239,2023-05-06,Contract,Evening,emp001506@retailsphere.com,9728594268,Yes
EMP001507,ST0115,Krishna Shroff,Male,HR,Associate,23857,2013-06-14,Full-Time,Evening,emp001507@retailsphere.com,9942992120,Yes
EMP001508,ST0077,Sathvik Lala,Male,HR,Associate,22284,2017-08-23,Full-Time,Evening,emp001508@retailsphere.com,9252862429,Yes
EMP001509,ST0037,Charvi Patla,Female,Inventory,Senior Associate,40643,2013-06-13,Full-Time,Evening,emp001509@retailsphere.com,9616507831,Yes
EMP001510,ST0158,Oeshi Raval,Female,Sales,Senior Associate,42676,2016-12-22,Full-Time,Morning,emp001510@retailsphere.com,9418215993,Yes
EMP001511,ST0042,Isaiah Bhatti,Male,Billing,Senior Associate,43926,2021-11-25,Full-Time,Evening,emp001511@retailsphere.com,9172381893,Yes
EMP001512,ST0080,Laksh Karnik,Male,Sales,Senior Associate,44108,2021-08-03,Full-Time,Morning,emp001512@retailsphere.com,9464320131,Yes
EMP001513,ST0001,Udarsh Lala,Male,Customer Support,Senior Associate,43770,2017-11-01,Full-Time,Evening,emp001513@retailsphere.com,9854704077,Yes
EMP001514,ST0057,Sai Kunda,Female,Billing,Senior Associate,44323,2020-05-21,Full-Time,Morning,emp001514@retailsphere.com,9158757085,Yes
EMP001515,ST0158,Prisha Devi,Female,Sales,Associate,30238,2016-01-12,Full-Time,Morning,emp001515@retailsphere.com,9341670495,Yes
EMP001516,ST0183,Yoshita Anand,Female,Inventory,Associate,31495,2018-03-21,Full-Time,Evening,emp001516@retailsphere.com,9292339076,Yes
EMP001517,ST0172,Bhavna Ranganathan,Female,Security,Associate,31991,2017-06-04,Full-Time,Morning,emp001517@retailsphere.com,9655009212,Yes
EMP001518,ST0119,Siya Sodhi,Female,Sales,Associate,23187,2022-12-10,Full-Time,Evening,emp001518@retailsphere.com,9291883491,Yes
EMP001519,ST0164,Upma Solanki,Female,Sales,Associate,29252,2015-07-29,Full-Time,Morning,emp001519@retailsphere.com,9493815355,Yes
EMP001520,ST0107,Irya Date,Female,Sales,Senior Associate,40502,2021-02-13,Full-Time,Evening,emp001520@retailsphere.com,9284572490,Yes
EMP001521,ST0095,Abhiram Sharaf,Male,Billing,Associate,29443,2016-07-04,Full-Time,Morning,emp001521@retailsphere.com,9227711315,Yes
EMP001522,ST0057,Harita Shukla,Female,Billing,Associate,25877,2023-01-30,Full-Time,Morning,emp001522@retailsphere.com,9561878350,Yes
EMP001523,ST0063,Nimrat Gara,Female,Sales,Associate,30989,2015-11-14,Full-Time,Evening,emp001523@retailsphere.com,9309398839,Yes
EMP001524,ST0136,Ojas Ravel,Male,Billing,Senior Associate,35856,2023-11-02,Full-Time,Evening,emp001524@retailsphere.com,9421249498,No
EMP001525,ST0191,Ubika Rajan,Female,Sales,Senior Associate,34237,2017-05-11,Full-Time,Evening,emp001525@retailsphere.com,9290476062,Yes
EMP001526,ST0170,Nisha Tella,Female,Billing,Associate,30203,2012-01-22,Full-Time,Night,emp001526@retailsphere.com,9886925739,Yes
EMP001527,ST0089,Mugdha Khatri,Female,Customer Support,Assistant Manager,84862,2014-02-15,Full-Time,Morning,emp001527@retailsphere.com,9226994909,Yes
EMP001528,ST0011,Zinal Guha,Female,Security,Associate,24340,2024-01-15,Full-Time,Night,emp001528@retailsphere.com,9816858496,Yes
EMP001529,ST0066,Janani Roy,Female,Sales,Supervisor,61057,2020-12-24,Part-Time,Morning,emp001529@retailsphere.com,9226303945,Yes
EMP001530,ST0151,Krisha Aurora,Female,Inventory,Supervisor,62146,2018-01-14,Full-Time,Night,emp001530@retailsphere.com,9131998164,Yes
EMP001531,ST0045,Ekaraj Thaman,Male,Billing,Associate,29799,2014-09-03,Full-Time,Evening,emp001531@retailsphere.com,9956344021,Yes
EMP001532,ST0179,Vasana Cherian,Female,Billing,Manager,98041,2014-05-07,Full-Time,Evening,emp001532@retailsphere.com,9428825930,Yes
EMP001533,ST0149,Kiaan Kaur,Male,Billing,Senior Associate,35088,2024-05-01,Full-Time,Morning,emp001533@retailsphere.com,9369404598,Yes
EMP001534,ST0005,Omkaar Gour,Male,HR,Manager,132443,2021-01-16,Full-Time,Morning,emp001534@retailsphere.com,9231137716,Yes
EMP001535,ST0016,Devika Pillay,Female,Sales,Senior Associate,41631,2026-02-24,Full-Time,Evening,emp001535@retailsphere.com,9291521347,Yes
EMP001536,ST0089,Shaurya Pandey,Male,Sales,Associate,27329,2020-02-26,Full-Time,Evening,emp001536@retailsphere.com,9951976781,Yes
EMP001537,ST0069,Tripti Keer,Female,Inventory,Associate,28767,2020-08-11,Full-Time,Evening,emp001537@retailsphere.com,9188442127,Yes
EMP001538,ST0135,Oliver Krishnan,Male,Inventory,Senior Associate,41174,2020-02-19,Full-Time,Evening,emp001538@retailsphere.com,9759327706,Yes
EMP001539,ST0064,Anay Solanki,Male,Sales,Associate,30552,2013-07-05,Full-Time,Evening,emp001539@retailsphere.com,9468126982,Yes
EMP001540,ST0026,Bina Hari,Female,Sales,Associate,24208,2015-05-22,Full-Time,Morning,emp001540@retailsphere.com,9462991301,Yes
EMP001541,ST0091,Ayushman Parmer,Male,Sales,Senior Associate,36074,2024-02-21,Full-Time,Night,emp001541@retailsphere.com,9904965577,Yes
EMP001542,ST0101,Harinakshi Tak,Female,Security,Senior Associate,39205,2019-10-09,Full-Time,Evening,emp001542@retailsphere.com,9561865285,Yes
EMP001543,ST0069,Krisha Gala,Female,Security,Associate,30323,2026-05-02,Full-Time,Night,emp001543@retailsphere.com,9326220604,Yes
EMP001544,ST0112,Darika Bakshi,Female,Customer Support,Associate,25169,2025-07-13,Contract,Morning,emp001544@retailsphere.com,9745131779,Yes
EMP001545,ST0094,Watika Nair,Female,Sales,Senior Associate,40784,2018-10-17,Full-Time,Evening,emp001545@retailsphere.com,9181313414,Yes
EMP001546,ST0102,Ishanvi Mander,Female,Inventory,Associate,28396,2026-02-10,Full-Time,Morning,emp001546@retailsphere.com,9402751278,Yes
EMP001547,ST0056,Charita Pillay,Female,Sales,Associate,24720,2012-04-08,Full-Time,Evening,emp001547@retailsphere.com,9986567144,Yes
EMP001548,ST0184,Aachal Kaur,Female,Sales,Supervisor,48014,2024-11-24,Contract,Morning,emp001548@retailsphere.com,9121833169,No
EMP001549,ST0101,Matthew Sankaran,Male,Inventory,Associate,22995,2017-09-08,Contract,Morning,emp001549@retailsphere.com,9301899972,Yes
EMP001550,ST0045,Hardik Patla,Male,Sales,Associate,27769,2018-08-01,Full-Time,Morning,emp001550@retailsphere.com,9160494316,Yes
EMP001551,ST0142,Samar Saini,Male,Customer Support,Assistant Manager,89635,2025-03-29,Full-Time,Morning,emp001551@retailsphere.com,9325614097,Yes
EMP001552,ST0077,Jai Sibal,Male,Sales,Manager,137946,2013-09-03,Part-Time,Evening,emp001552@retailsphere.com,9947013658,Yes
EMP001553,ST0151,Zayan Gour,Male,Customer Support,Senior Associate,40945,2015-08-17,Full-Time,Night,emp001553@retailsphere.com,9101354291,Yes
EMP001554,ST0039,Varsha Magar,Female,Sales,Associate,30782,2017-06-03,Full-Time,Evening,emp001554@retailsphere.com,9783822792,Yes
EMP001555,ST0128,David Gera,Male,Inventory,Associate,23297,2016-02-10,Full-Time,Evening,emp001555@retailsphere.com,9754232220,Yes
EMP001556,ST0122,Manbir Sachdev,Male,Billing,Associate,31082,2021-11-23,Full-Time,Morning,emp001556@retailsphere.com,9359597976,Yes
EMP001557,ST0081,Irya Walla,Female,Billing,Associate,24134,2023-07-07,Full-Time,Morning,emp001557@retailsphere.com,9365743952,Yes
EMP001558,ST0053,Eiravati Bhagat,Female,Sales,Associate,23125,2025-06-22,Full-Time,Morning,emp001558@retailsphere.com,9654210674,Yes
EMP001559,ST0001,Krish Jain,Male,Customer Support,Associate,24188,2023-04-29,Full-Time,Morning,emp001559@retailsphere.com,9615243869,Yes
EMP001560,ST0002,Yash Sandal,Male,Customer Support,Associate,30367,2014-06-26,Full-Time,Morning,emp001560@retailsphere.com,9485945785,Yes
EMP001561,ST0002,Timothy Deshpande,Male,Inventory,Associate,23142,2025-05-10,Full-Time,Evening,emp001561@retailsphere.com,9890451659,Yes
EMP001562,ST0111,Mohammed Lall,Male,Inventory,Associate,24624,2012-11-02,Full-Time,Evening,emp001562@retailsphere.com,9400872247,Yes
EMP001563,ST0104,Onveer Wali,Male,Sales,Senior Associate,35829,2026-01-02,Full-Time,Evening,emp001563@retailsphere.com,9341965143,Yes
EMP001564,ST0148,Nitesh Soman,Male,Sales,Associate,28179,2019-11-03,Full-Time,Night,emp001564@retailsphere.com,9363317281,Yes
EMP001565,ST0046,Yashvi Krishnamurthy,Female,Security,Associate,31783,2015-09-12,Full-Time,Evening,emp001565@retailsphere.com,9874657539,Yes
EMP001566,ST0028,Upma Seth,Female,Sales,Associate,27498,2023-05-19,Full-Time,Morning,emp001566@retailsphere.com,9675140441,Yes
EMP001567,ST0055,Vaishnavi Goyal,Female,Billing,Senior Associate,36478,2025-04-13,Full-Time,Morning,emp001567@retailsphere.com,9800804788,Yes
EMP001568,ST0175,David Koshy,Male,Inventory,Assistant Manager,73135,2015-11-05,Full-Time,Morning,emp001568@retailsphere.com,9218339303,Yes
EMP001569,ST0016,Ucchal Raju,Female,Sales,Senior Associate,44512,2014-08-10,Full-Time,Night,emp001569@retailsphere.com,9235213079,Yes
EMP001570,ST0096,Qarin Jaggi,Male,Sales,Associate,22314,2013-08-19,Full-Time,Morning,emp001570@retailsphere.com,9682911568,Yes
EMP001571,ST0182,Bhavna Mammen,Female,Billing,Senior Associate,34483,2023-10-13,Contract,Morning,emp001571@retailsphere.com,9895329870,Yes
EMP001572,ST0089,Irya Bora,Female,Security,Senior Associate,35259,2020-09-12,Full-Time,Morning,emp001572@retailsphere.com,9302555700,Yes
EMP001573,ST0127,Baljiwan Dhillon,Male,Billing,Associate,28209,2015-11-05,Full-Time,Morning,emp001573@retailsphere.com,9323008429,Yes
EMP001574,ST0119,Gavin Mammen,Male,Billing,Senior Associate,36835,2016-08-27,Full-Time,Morning,emp001574@retailsphere.com,9527055142,Yes
EMP001575,ST0036,Eesha Saha,Female,Sales,Associate,22995,2013-07-09,Full-Time,Evening,emp001575@retailsphere.com,9808385810,Yes
EMP001576,ST0150,Anay Deep,Male,Inventory,Associate,28534,2016-11-24,Full-Time,Evening,emp001576@retailsphere.com,9945403911,Yes
EMP001577,ST0155,Gaurika Keer,Female,Sales,Associate,28918,2016-02-28,Full-Time,Evening,emp001577@retailsphere.com,9975728227,Yes
EMP001578,ST0076,Rajata Kari,Female,Sales,Associate,22914,2019-12-06,Full-Time,Evening,emp001578@retailsphere.com,9581563774,Yes
EMP001579,ST0119,Jairaj Bhat,Male,Billing,Associate,31065,2015-03-15,Full-Time,Evening,emp001579@retailsphere.com,9879944639,Yes
EMP001580,ST0104,Ansh Bawa,Male,HR,Senior Associate,41794,2019-04-19,Full-Time,Morning,emp001580@retailsphere.com,9621479041,Yes
EMP001581,ST0134,Jagvi Chacko,Female,Inventory,Supervisor,58029,2024-03-14,Full-Time,Evening,emp001581@retailsphere.com,9401489819,Yes
EMP001582,ST0172,Libni Krishna,Female,Sales,Associate,27542,2012-10-10,Full-Time,Night,emp001582@retailsphere.com,9713169691,Yes
EMP001583,ST0160,Varenya Kara,Female,Sales,Senior Associate,34272,2016-04-07,Full-Time,Morning,emp001583@retailsphere.com,9474165063,Yes
EMP001584,ST0049,Bhavika Chakraborty,Female,Sales,Senior Associate,41513,2019-12-23,Full-Time,Evening,emp001584@retailsphere.com,9897568391,Yes
EMP001585,ST0156,Isaiah Chahal,Male,Sales,Supervisor,47269,2015-09-22,Part-Time,Morning,emp001585@retailsphere.com,9253120705,Yes
EMP001586,ST0173,Farhan Ghose,Male,Sales,Manager,122402,2018-12-01,Full-Time,Night,emp001586@retailsphere.com,9280430155,Yes
EMP001587,ST0018,Hitesh Bhatti,Male,Sales,Senior Associate,36951,2020-01-17,Full-Time,Morning,emp001587@retailsphere.com,9514539148,Yes
EMP001588,ST0016,Lajita Randhawa,Female,Security,Supervisor,64855,2019-05-05,Full-Time,Night,emp001588@retailsphere.com,9848630505,Yes
EMP001589,ST0054,Benjamin Pandit,Male,Sales,Supervisor,51175,2023-11-17,Part-Time,Night,emp001589@retailsphere.com,9682871238,Yes
EMP001590,ST0160,Tanvi Prashad,Female,Billing,Associate,27432,2016-06-23,Full-Time,Night,emp001590@retailsphere.com,9269986423,Yes
EMP001591,ST0066,William Chadha,Male,Customer Support,Assistant Manager,83219,2014-10-11,Full-Time,Morning,emp001591@retailsphere.com,9965387945,Yes
EMP001592,ST0118,Warjas Koshy,Male,Security,Associate,29907,2025-01-18,Full-Time,Evening,emp001592@retailsphere.com,9193058331,Yes
EMP001593,ST0157,Jack Thaman,Male,Sales,Supervisor,63958,2015-12-29,Part-Time,Morning,emp001593@retailsphere.com,9486638364,Yes
EMP001594,ST0006,Jack Sabharwal,Male,Inventory,Senior Associate,43242,2023-04-17,Full-Time,Evening,emp001594@retailsphere.com,9919460383,Yes
EMP001595,ST0096,Jack Chandran,Male,Inventory,Associate,31193,2020-01-18,Full-Time,Evening,emp001595@retailsphere.com,9337882269,Yes
EMP001596,ST0123,Rushil Sundaram,Male,Security,Supervisor,55975,2014-11-26,Full-Time,Morning,emp001596@retailsphere.com,9228661849,Yes
EMP001597,ST0111,Aarav Chaudhari,Male,Inventory,Senior Associate,41701,2023-03-23,Full-Time,Morning,emp001597@retailsphere.com,9747500897,Yes
EMP001598,ST0154,Lipika Sankaran,Female,Sales,Senior Associate,35270,2020-10-25,Full-Time,Evening,emp001598@retailsphere.com,9954631402,Yes
EMP001599,ST0190,Neel Raj,Male,Customer Support,Senior Associate,33952,2026-02-04,Full-Time,Evening,emp001599@retailsphere.com,9848049042,Yes
EMP001600,ST0129,Ishaan Tak,Male,Sales,Associate,26852,2023-04-06,Full-Time,Evening,emp001600@retailsphere.com,9478628779,Yes
EMP001601,ST0101,Harshil Maharaj,Male,Sales,Senior Associate,40837,2014-02-18,Part-Time,Night,emp001601@retailsphere.com,9907136986,Yes
EMP001602,ST0098,Vidhi Gupta,Female,Sales,Associate,23005,2018-02-02,Full-Time,Evening,emp001602@retailsphere.com,9580864829,Yes
EMP001603,ST0200,Kritika Sankaran,Female,Security,Associate,24578,2013-05-31,Contract,Evening,emp001603@retailsphere.com,9277448917,Yes
EMP001604,ST0040,Theodore Garde,Male,Billing,Associate,29249,2024-01-15,Full-Time,Morning,emp001604@retailsphere.com,9110990369,Yes
EMP001605,ST0061,Upkaar Mahajan,Male,Customer Support,Assistant Manager,67975,2019-03-27,Full-Time,Evening,emp001605@retailsphere.com,9527089355,Yes
EMP001606,ST0091,Avni Yadav,Female,Inventory,Senior Associate,37371,2021-05-24,Full-Time,Evening,emp001606@retailsphere.com,9727345995,Yes
EMP001607,ST0165,Neha Ghose,Female,Customer Support,Associate,23696,2016-12-10,Part-Time,Morning,emp001607@retailsphere.com,9405300664,Yes
EMP001608,ST0010,Ijaya Naidu,Female,Inventory,Associate,24152,2026-03-20,Full-Time,Night,emp001608@retailsphere.com,9386849838,Yes
EMP001609,ST0159,Dalbir Sarna,Male,Sales,Associate,26540,2011-09-19,Full-Time,Morning,emp001609@retailsphere.com,9341106679,Yes
EMP001610,ST0083,Abha Varkey,Female,Billing,Associate,23738,2020-12-27,Full-Time,Evening,emp001610@retailsphere.com,9459992518,Yes
EMP001611,ST0180,Rayaan Chahal,Male,Billing,Senior Associate,42659,2011-09-01,Contract,Morning,emp001611@retailsphere.com,9700729630,Yes
